"has_null","wave","gender","age","age_o","d_age","d_d_age","race","race_o","samerace","importance_same_race","importance_same_religion","d_importance_same_race","d_importance_same_religion","field","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","d_pref_o_attractive","d_pref_o_sincere","d_pref_o_intelligence","d_pref_o_funny","d_pref_o_ambitious","d_pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","d_attractive_o","d_sinsere_o","d_intelligence_o","d_funny_o","d_ambitous_o","d_shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","d_attractive_important","d_sincere_important","d_intellicence_important","d_funny_important","d_ambtition_important","d_shared_interests_important","attractive","sincere","intelligence","funny","ambition","d_attractive","d_sincere","d_intelligence","d_funny","d_ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","d_attractive_partner","d_sincere_partner","d_intelligence_partner","d_funny_partner","d_ambition_partner","d_shared_interests_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","d_sports","d_tvsports","d_exercise","d_dining","d_museums","d_art","d_hiking","d_gaming","d_clubbing","d_reading","d_tv","d_theater","d_movies","d_concerts","d_music","d_shopping","d_yoga","interests_correlate","d_interests_correlate","expected_happy_with_sd_people","expected_num_interested_in_me","expected_num_matches","d_expected_happy_with_sd_people","d_expected_num_interested_in_me","d_expected_num_matches","like","guess_prob_liked","d_like","d_guess_prob_liked","met","decision","decision_o","match"
1,14,female,32,25,7,[7-37],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,5,6,[2-5],[6-10],Epidemiology,30,10,15,20,15,10,[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],5,9,7,5,9,4,[0-5],[9-10],[6-8],[0-5],[9-10],[0-5],5,25,20,10,15,25,[0-15],[21-100],[16-20],[0-15],[0-15],[21-100],4,8,6,10,7,[0-5],[6-8],[6-8],[9-10],[6-8],8,8,8,6,8,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],0.48,[0.33-1],5,?,2,[5-6],[0-3],[0-2],8,3,[6-8],[0-4],0,0,0,0
1,14,female,32,26,6,[4-6],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,5,6,[2-5],[6-10],Epidemiology,25,20,10,20,15,10,[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],?,?,?,?,?,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,25,20,10,15,25,[0-15],[21-100],[16-20],[0-15],[0-15],[21-100],4,8,6,10,7,[0-5],[6-8],[6-8],[9-10],[6-8],?,?,?,?,?,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],-0.47,[-1-0],5,?,2,[5-6],[0-3],[0-2],?,?,[0-5],[0-4],?,0,0,0
1,14,female,32,29,3,[2-3],European/Caucasian-American,European/Caucasian-American,1,5,6,[2-5],[6-10],Epidemiology,25,15,20,20,10,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],5,7,8,6,9,4,[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],5,25,20,10,15,25,[0-15],[21-100],[16-20],[0-15],[0-15],[21-100],4,8,6,10,7,[0-5],[6-8],[6-8],[9-10],[6-8],7,7,7,8,?,?,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],-0.1,[-1-0],5,?,2,[5-6],[0-3],[0-2],7,5,[6-8],[5-6],0,1,0,0
1,14,female,26,34,8,[7-37],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',30,20,30,5,5,10,[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],9,9,10,9,10,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],6,9,9,8,9,7,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.09,[0-0.33],5,?,9,[5-6],[0-3],[5-18],8,9,[6-8],[7-10],0,1,0,0
1,14,female,26,30,4,[4-6],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',20.51,14.53,24.79,17.09,5.98,17.09,[21-100],[0-15],[21-100],[16-20],[0-15],[16-20],8,8,8,8,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],6,6,8,8,8,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.41,[0.33-1],5,?,9,[5-6],[0-3],[5-18],6,8,[6-8],[7-10],?,0,1,0
1,14,female,26,23,3,[2-3],'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,3,[0-1],[2-5],'International Security Policy - SIPA',25,20,20,20,5,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],6,7,7,6,8,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],5,5,5,5,5,5,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],-0.11,[-1-0],5,?,9,[5-6],[0-3],[5-18],5,5,[0-5],[5-6],0,0,0,0
1,14,female,26,27,1,[0-1],'Latino/Hispanic American','Latino/Hispanic American',1,1,3,[0-1],[2-5],'International Security Policy - SIPA',25,25,25,15,10,0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],8,7,8,10,8,9,[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],9,9,9,9,7,7,[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],-0.04,[-1-0],5,?,9,[5-6],[0-3],[5-18],7,9,[6-8],[7-10],0,1,1,1
1,14,female,26,30,4,[4-6],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',31.58,10.53,15.79,21.05,10.53,10.53,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],8,6,7,7,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],6,6,6,6,6,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.32,[0-0.33],5,?,9,[5-6],[0-3],[5-18],7,5,[6-8],[5-6],0,0,1,0
1,14,female,26,27,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',14,18,17,16,15,20,[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],8,9,9,8,9,8,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],8,8,8,8,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.36,[0.33-1],5,?,9,[5-6],[0-3],[5-18],8,8,[6-8],[7-10],0,1,1,1
1,14,female,26,27,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',30,15,20,25,5,5,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],5,5,6,5,6,7,[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],7,8,7,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.23,[0-0.33],5,?,9,[5-6],[0-3],[5-18],7,8,[6-8],[7-10],0,1,0,0
1,14,female,26,24,2,[2-3],'Latino/Hispanic American',Other,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',20,10,25,20,10,15,[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],7,8,8,8,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],6,7,7,8,6,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.17,[0-0.33],5,?,9,[5-6],[0-3],[5-18],6,6,[6-8],[5-6],0,0,1,0
1,14,female,26,25,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',17,18,28,27,5,5,[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],10,8,9,10,9,6,[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],6,6,7,9,8,9,[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],-0.06,[-1-0],5,?,9,[5-6],[0-3],[5-18],7,9,[6-8],[7-10],0,1,1,1
1,14,female,26,28,2,[2-3],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',50,10,10,10,10,10,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,6,8,5,7,6,[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],9,8,8,7,9,9,[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.22,[0-0.33],5,?,9,[5-6],[0-3],[5-18],8,7,[6-8],[7-10],0,1,0,0
1,14,female,26,27,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',40,0,10,50,0,0,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],4,8,7,3,7,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],9,8,8,8,8,8,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.33,[0-0.33],5,?,9,[5-6],[0-3],[5-18],8,7,[6-8],[7-10],0,1,0,0
1,14,female,26,27,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',30,15,15,20,5,15,[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],7,7,7,8,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],?,?,?,?,?,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],-0.11,[-1-0],5,?,9,[5-6],[0-3],[5-18],?,?,[0-5],[0-4],?,0,0,0
1,14,female,26,29,3,[2-3],'Latino/Hispanic American','Latino/Hispanic American',1,1,3,[0-1],[2-5],'International Security Policy - SIPA',75,5,5,10,0,5,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],7,9,9,10,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],9,9,9,9,9,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.25,[0-0.33],5,?,9,[5-6],[0-3],[5-18],9,9,[9-10],[7-10],0,1,0,0
1,14,female,26,30,4,[4-6],'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,3,[0-1],[2-5],'International Security Policy - SIPA',50,10,10,10,5,15,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6,4,5,6,4,5,[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],?,?,?,?,?,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.52,[0.33-1],5,?,9,[5-6],[0-3],[5-18],?,?,[0-5],[0-4],?,0,0,0
1,14,female,26,27,1,[0-1],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',30,20,15,15,8,12,[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],3,5,7,5,7,5,[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],8,6,6,6,6,9,[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.47,[0.33-1],5,?,9,[5-6],[0-3],[5-18],8,8,[6-8],[7-10],0,1,0,0
1,14,female,26,25,1,[0-1],'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,3,[0-1],[2-5],'International Security Policy - SIPA',30,10,15,20,15,10,[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],7,9,7,7,7,7,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],6,6,9,9,9,8,[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],-0.06,[-1-0],5,?,9,[5-6],[0-3],[5-18],8,8,[6-8],[7-10],0,1,0,0
1,14,female,26,26,0,[0-1],'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,3,[0-1],[2-5],'International Security Policy - SIPA',25,20,10,20,15,10,[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],8,8,8,7,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],6,7,7,7,6,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.3,[0-0.33],5,?,9,[5-6],[0-3],[5-18],7,7,[6-8],[7-10],0,1,1,1
1,14,female,26,29,3,[2-3],'Latino/Hispanic American',European/Caucasian-American,0,1,3,[0-1],[2-5],'International Security Policy - SIPA',25,15,20,20,10,10,[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],7,8,6,7,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],15,15,15,20,20,15,[0-15],[0-15],[0-15],[16-20],[16-20],[0-15],7,7,8,8,9,[6-8],[6-8],[6-8],[6-8],[9-10],5,6,6,6,8,3,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],0.44,[0.33-1],5,?,9,[5-6],[0-3],[5-18],6,6,[6-8],[5-6],0,0,0,0
1,14,female,24,34,10,[7-37],European/Caucasian-American,European/Caucasian-American,1,7,6,[6-10],[6-10],Nutrition,30,20,30,5,5,10,[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],?,?,?,?,?,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],10,20,27,23,15,5,[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],7,9,7,9,7,[6-8],[9-10],[6-8],[9-10],[6-8],?,?,?,?,?,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],0.41,[0.33-1],6,?,2,[5-6],[0-3],[0-2],?,?,[0-5],[0-4],?,0,0,0
1,14,female,24,30,6,[4-6],European/Caucasian-American,European/Caucasian-American,1,7,6,[6-10],[6-10],Nutrition,20.51,14.53,24.79,17.09,5.98,17.09,[21-100],[0-15],[21-100],[16-20],[0-15],[16-20],7,7,8,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10,20,27,23,15,5,[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],7,9,7,9,7,[6-8],[9-10],[6-8],[9-10],[6-8],6,10,10,8,8,3,[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],0.07,[0-0.33],6,?,2,[5-6],[0-3],[0-2],4,7,[0-5],[7-10],0,0,0,0
1,14,female,24,23,1,[0-1],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,6,[6-10],[6-10],Nutrition,25,20,20,20,5,10,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],5,8,7,7,6,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],10,20,27,23,15,5,[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],7,9,7,9,7,[6-8],[9-10],[6-8],[9-10],[6-8],4,10,10,6,10,1,[0-5],[9-10],[9-10],[6-8],[9-10],[0-5],5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],0.45,[0.33-1],6,?,2,[5-6],[0-3],[0-2],4,6,[0-5],[5-6],0,0,1,0
1,14,female,24,27,3,[2-3],European/Caucasian-American,'Latino/Hispanic American',0,7,6,[6-10],[6-10],Nutrition,25,25,25,15,10,0,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7,9,9,9,9,7,[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],10,20,27,23,15,5,[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],7,9,7,9,7,[6-8],[9-10],[6-8],[9-10],[6-8],6,8,8,10,9,6,[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],0.18,[0-0.33],6,?,2,[5-6],[0-3],[0-2],8,8,[6-8],[7-10],0,1,1,1
1,14,female,24,30,6,[4-6],European/Caucasian-American,European/Caucasian-American,1,7,6,[6-10],[6-10],Nutrition,31.58,10.53,15.79,21.05,10.53,10.53,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],3,8,6,6,5,2,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],10,20,27,23,15,5,[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],7,9,7,9,7,[6-8],[9-10],[6-8],[9-10],[6-8],10,9,9,7,9,7,[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],0.19,[0-0.33],6,?,2,[5-6],[0-3],[0-2],7,5,[6-8],[5-6],0,1,0,0
1,14,female,24,27,3,[2-3],European/Caucasian-American,European/Caucasian-American,1,7,6,[6-10],[6-10],Nutrition,14,18,17,16,15,20,[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],6,6,6,5,5,5,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],10,20,27,23,15,5,[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],7,9,7,9,7,[6-8],[9-10],[6-8],[9-10],[6-8],9,10,10,6,9,8,[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],0.19,[0-0.33],6,?,2,[5-6],[0-3],[0-2],9,6,[9-10],[5-6],0,1,1,1
1,14,female,24,27,3,[2-3],European/Caucasian-American,European/Caucasian-American,1,7,6,[6-10],[6-10],Nutrition,30,15,20,25,5,5,[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],7,7,7,8,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],10,20,27,23,15,5,[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],7,9,7,9,7,[6-8],[9-10],[6-8],[9-10],[6-8],7,10,9,5,8,4,[6-8],[9-10],[9-10],[0-5],[6-8],[0-5],5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],0.32,[0-0.33],6,?,2,[5-6],[0-3],[0-2],4,3,[0-5],[0-4],0,0,0,0
1,14,female,24,24,0,[0-1],European/Caucasian-American,Other,0,7,6,[6-10],[6-10],Nutrition,20,10,25,20,10,15,[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],7,8,8,8,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10,20,27,23,15,5,[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],7,9,7,9,7,[6-8],[9-10],[6-8],[9-10],[6-8],8,10,9,9,7,8,[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],0.32,[0-0.33],6,?,2,[5-6],[0-3],[0-2],8,6,[6-8],[5-6],0,1,1,1
