iid,pid,gender,age,age_o,samerace,importance_same_race,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,met,att_m,sin_m,int_m,fun_m,amb_m,sha_m,decision_o,like_o
341,368,1,23,24,0,3,20,10,25,20,10,15,8,7,8,8,7,8,20,20,20,20,20,0,7,9,9,7,9,2,8,8,8,7,6,6,0,7.1,7.6,7.4,7.2,6.6,5.9,1,7
344,368,1,26,24,0,1,20,10,25,20,10,15,7,8,8,8,8,8,15,15,15,20,20,15,7,7,8,8,9,6,7,7,8,6,8,6,0,6.9,7.5,7.7,7.1,7.7,6.7,1,6.5
345,368,1,24,24,0,7,20,10,25,20,10,15,7,8,8,8,7,7,10,20,27,23,15,5,7,9,7,9,7,8,10,9,9,7,8,8,0,6,7.6,7.6,7,6.6,5.7,1,7
349,368,1,33,24,0,1,20,10,25,20,10,15,7,8,7,8,8,7,25,20,10,20,20,5,7,8,8,9,7,4,8,6,8,7,8,8,0,7.1,7.3,7,7,6.9,5.4,1,6.5
350,368,1,31,24,0,9,20,10,25,20,10,15,7,8,7,8,7,6,12,25,25,8,15,15,7,10,6,8,8,6,10,9,8,6,6,7,0,7.7,7.8,7.6,7.3,7.1,6.4,1,6.5
351,368,1,35,24,0,1,20,10,25,20,10,15,8,7,7,7,7,6,15,15,30,15,15,10,8,10,7,8,9,7,7,7,7,7,7,7,0,7,7.3,6.9,5.6,6.2,5.2,1,6
352,368,1,29,24,1,6,20,10,25,20,10,15,7,9,8,7,6,6,20,20,20,10,10,20,9,10,9,9,8,8,8,8,9,7,9,9,0,5.9,7.9,7,5.3,5.5,4.6,0,6
354,368,1,22,24,0,9,20,10,25,20,10,15,7,8,8,8,8,9,20,10,20,20,20,10,7,7,10,8,8,8,9,9,9,10,9,9,0,6.9,7.4,7.4,7.9,7.6,7.6,1,7
356,368,1,27,24,0,2,20,10,25,20,10,15,7,7,8,7,7,7,15,25,20,20,0,20,7,10,8,9,6,7,9,7,7,7,7,7,0,8,7.3,7.7,5.2,6.8,6.2,1,6
358,368,1,26,24,0,1,20,10,25,20,10,15,9,6,8,7,9,7,20,10,25,25,10,10,8,7,8,8,7,7,7,7,7,7,7,7,0,7.4,7.6,8.4,6.6,8.5,6.3,1,6
344,369,1,26,25,0,1,17,18,28,27,5,5,10,8,9,10,9,6,15,15,15,20,20,15,7,7,8,8,9,6,6,7,9,8,9,7,0,6.9,7.5,7.7,7.1,7.7,6.7,1,8
345,369,1,24,25,1,7,17,18,28,27,5,5,10,8,10,8,8,8,10,20,27,23,15,5,7,9,7,9,7,7,10,8,10,6,5,7,0,6,7.6,7.6,7,6.6,5.7,1,9
347,369,1,26,25,0,1,17,18,28,27,5,5,4,4,5,4,4,3,30,5,10,20,30,5,8,6,10,10,10,7,10,9,10,9,5,8,0,3.1,6.2,5.7,4.2,4.8,2.6,0,5
348,369,1,21,25,0,3,17,18,28,27,5,5,4,4,5,4,4,3,15,25,15,15,15,15,6,10,10,10,10,8,7,6,10,7,3,3,0,4.7,7.5,7.2,6.6,6.3,5.1,0,5
350,369,1,31,25,1,9,17,18,28,27,5,5,8,8,10,9,10,5,12,25,25,8,15,15,7,10,6,8,8,5,1,4,4,5,1,3,0,7.7,7.8,7.6,7.3,7.1,6.4,1,6
351,369,1,35,25,0,1,17,18,28,27,5,5,6,8,8,4,5,4,15,15,30,15,15,10,8,10,7,8,9,7,8,8,7,7,6,6,0,7,7.3,6.9,5.6,6.2,5.2,1,4
352,369,1,29,25,0,6,17,18,28,27,5,5,7,10,9,6,6,3,20,20,20,10,10,20,9,10,9,9,8,7,7,7,9,7,8,8,0,5.9,7.9,7,5.3,5.5,4.6,1,6
354,369,1,22,25,1,9,17,18,28,27,5,5,10,9,10,10,10,10,20,10,20,20,20,10,7,7,10,8,8,5,10,8,10,6,10,8,0,6.9,7.4,7.4,7.9,7.6,7.6,1,10
358,369,1,26,25,0,1,17,18,28,27,5,5,8,8,10,6,10,3,20,10,25,25,10,10,8,7,8,8,7,7,8,7,8,7,6,7,0,7.4,7.6,8.4,6.6,8.5,6.3,1,5
341,370,1,23,28,0,3,50,10,10,10,10,10,6,9,7,7,5,3,20,20,20,20,20,0,7,9,9,7,9,8,8,8,8,8,5,8,0,7.1,7.6,7.4,7.2,6.6,5.9,0,5
342,370,1,33,28,0,2,50,10,10,10,10,10,5,5,6,4,3,3,40,15,25,5,15,0,10,10,10,10,10,8,8,9,8,7,8,8,0,5.5,6,6.5,6.5,5.5,5,0,3
343,370,1,32,28,1,5,50,10,10,10,10,10,3,6,7,2,6,1,5,25,20,10,15,25,4,8,6,10,7,7,7,7,7,8,6,7,0,5,7.7,7.4,5.4,7.6,5.6,0,3
344,370,1,26,28,0,1,50,10,10,10,10,10,6,6,8,5,7,6,15,15,15,20,20,15,7,7,8,8,9,9,8,8,7,9,9,8,0,6.9,7.5,7.7,7.1,7.7,6.7,0,5
345,370,1,24,28,1,7,50,10,10,10,10,10,5,10,10,8,10,7,10,20,27,23,15,5,7,9,7,9,7,10,9,10,8,8,5,10,0,6,7.6,7.6,7,6.6,5.7,0,6
347,370,1,26,28,0,1,50,10,10,10,10,10,2,10,6,6,7,2,30,5,10,20,30,5,8,6,10,10,10,8,8,8,7,7,8,7,0,3.1,6.2,5.7,4.2,4.8,2.6,0,4
348,370,1,21,28,0,3,50,10,10,10,10,10,4,7,5,5,5,3,15,25,15,15,15,15,6,10,10,10,10,9,9,10,9,10,6,6,0,4.7,7.5,7.2,6.6,6.3,5.1,0,4
349,370,1,33,28,1,1,50,10,10,10,10,10,5,6,6,6,5,2,25,20,10,20,20,5,7,8,8,9,7,8,6,7,6,6,6,8,0,7.1,7.3,7,7,6.9,5.4,0,2
350,370,1,31,28,1,9,50,10,10,10,10,10,8,7,7,7,9,6,12,25,25,8,15,15,7,10,6,8,8,8,8,8,8,8,7,7,0,7.7,7.8,7.6,7.3,7.1,6.4,0,8
351,370,1,35,28,0,1,50,10,10,10,10,10,3,7,7,1,6,1,15,15,30,15,15,10,8,10,7,8,9,9,8,8,7,7,9,7,0,7,7.3,6.9,5.6,6.2,5.2,0,2
352,370,1,29,28,0,6,50,10,10,10,10,10,3,8,7,1,5,1,20,20,20,10,10,20,9,10,9,9,8,9,7,8,8,7,8,9,0,5.9,7.9,7,5.3,5.5,4.6,0,3
358,370,1,26,28,0,1,50,10,10,10,10,10,7,9,10,8,10,9,20,10,25,25,10,10,8,7,8,8,7,7,7,8,7,7,6,7,0,7.4,7.6,8.4,6.6,8.5,6.3,0,7
341,371,1,23,27,0,3,40,0,10,50,0,0,8,7,7,7,4,5,20,20,20,20,20,0,7,9,9,7,9,6,5,6,5,6,5,5,0,7.1,7.6,7.4,7.2,6.6,5.9,1,8
344,371,1,26,27,0,1,40,0,10,50,0,0,4,8,7,3,7,5,15,15,15,20,20,15,7,7,8,8,9,9,8,8,8,8,8,8,0,6.9,7.5,7.7,7.1,7.7,6.7,0,5
345,371,1,24,27,1,7,40,0,10,50,0,0,4,8,7,4,5,5,10,20,27,23,15,5,7,9,7,9,7,8,10,8,7,7,6,6,0,6,7.6,7.6,7,6.6,5.7,0,5
347,371,1,26,27,0,1,40,0,10,50,0,0,2,8,8,6,6,5,30,5,10,20,30,5,8,6,10,10,10,8,10,9,9,8,5,8,0,3.1,6.2,5.7,4.2,4.8,2.6,0,4
348,371,1,21,27,0,3,40,0,10,50,0,0,3,8,7,6,7,5,15,25,15,15,15,15,6,10,10,10,10,10,9,9,8,8,5,5,0,4.7,7.5,7.2,6.6,6.3,5.1,0,6
350,371,1,31,27,1,9,40,0,10,50,0,0,7,8,7,6,5,5,12,25,25,8,15,15,7,10,6,8,8,8,7,7,7,5,5,5,0,7.7,7.8,7.6,7.3,7.1,6.4,1,7
352,371,1,29,27,0,6,40,0,10,50,0,0,6,8,8,3,3,2,20,20,20,10,10,20,9,10,9,9,8,8,6,8,7,8,7,8,0,5.9,7.9,7,5.3,5.5,4.6,0,6
353,371,1,25,27,0,7,40,0,10,50,0,0,4,9,9,2,9,2,15,10,25,25,10,15,6,6,6,6,6,7,7,7,7,7,7,8,0,4.5,8.2,7.5,4.2,5.8,3,0,3
354,371,1,22,27,1,9,40,0,10,50,0,0,6,8,7,10,7,10,20,10,20,20,20,10,7,7,10,8,8,9,10,10,10,10,9,9,0,6.9,7.4,7.4,7.9,7.6,7.6,1,8
356,371,1,27,27,1,2,40,0,10,50,0,0,7,7,6,2,4,3,15,25,20,20,0,20,7,10,8,9,6,7,6,7,5,6,5,6,0,8,7.3,7.7,5.2,6.8,6.2,0,4
357,371,1,27,27,0,10,40,0,10,50,0,0,6,7,8,4,7,1,15,20,20,20,20,5,6,10,7,7,6,6,7,7,6,7,6,4,0,7.6,7.8,7.9,6.5,6.7,6,0,4
358,371,1,26,27,0,1,40,0,10,50,0,0,6,6,7,3,7,7,20,10,25,25,10,10,8,7,8,8,7,7,7,7,7,7,8,7,0,7.4,7.6,8.4,6.6,8.5,6.3,0,3
345,372,1,24,27,1,7,30,15,15,20,5,15,7,7,6,7,8,7,10,20,27,23,15,5,7,9,7,9,7,8,7,7,7,7,8,6,0,6,7.6,7.6,7,6.6,5.7,0,6
347,372,1,26,27,0,1,30,15,15,20,5,15,2,6,7,4,4,1,30,5,10,20,30,5,8,6,10,10,10,7,9,8,9,7,3,7,0,3.1,6.2,5.7,4.2,4.8,2.6,0,2
348,372,1,21,27,0,3,30,15,15,20,5,15,5,9,7,6,5,6,15,25,15,15,15,15,6,10,10,10,10,9,8,10,8,8,8,6,0,4.7,7.5,7.2,6.6,6.3,5.1,0,6
350,372,1,31,27,1,9,30,15,15,20,5,15,9,8,7,6,5,5,12,25,25,8,15,15,7,10,6,8,8,6,6,7,6,6,5,5,0,7.7,7.8,7.6,7.3,7.1,6.4,1,7
351,372,1,35,27,0,1,30,15,15,20,5,15,7,9,7,4,4,3,15,15,30,15,15,10,8,10,7,8,9,7,7,6,7,7,5,7,0,7,7.3,6.9,5.6,6.2,5.2,0,4
352,372,1,29,27,0,6,30,15,15,20,5,15,6,9,8,4,4,4,20,20,20,10,10,20,9,10,9,9,8,7,8,9,7,7,9,8,0,5.9,7.9,7,5.3,5.5,4.6,0,3
354,372,1,22,27,1,9,30,15,15,20,5,15,7,7,6,7,7,8,20,10,20,20,20,10,7,7,10,8,8,4,8,7,7,6,6,6,0,6.9,7.4,7.4,7.9,7.6,7.6,1,8
357,372,1,27,27,0,10,30,15,15,20,5,15,8,8,8,7,6,5,15,20,20,20,20,5,6,10,7,7,6,4,5,7,5,5,6,4,0,7.6,7.8,7.9,6.5,6.7,6,0,6
358,372,1,26,27,0,1,30,15,15,20,5,15,9,8,8,6,7,6,20,10,25,25,10,10,8,7,8,8,7,7,7,7,7,7,6,7,0,7.4,7.6,8.4,6.6,8.5,6.3,1,7
341,373,1,23,29,0,3,75,5,5,10,0,5,8,7,9,8,8,8,20,20,20,20,20,0,7,9,9,7,9,8,8,8,8,8,8,6,0,7.1,7.6,7.4,7.2,6.6,5.9,0,8
344,373,1,26,29,1,1,75,5,5,10,0,5,7,9,9,10,9,9,15,15,15,20,20,15,7,7,8,8,9,9,9,9,9,9,9,9,0,6.9,7.5,7.7,7.1,7.7,6.7,0,7
345,373,1,24,29,0,7,75,5,5,10,0,5,7,8,9,10,6,6,10,20,27,23,15,5,7,9,7,9,7,10,9,8,8,8,6,8,0,6,7.6,7.6,7,6.6,5.7,1,7
347,373,1,26,29,0,1,75,5,5,10,0,5,4,3,4,2,2,0,30,5,10,20,30,5,8,6,10,10,10,9,8,8,7,6,5,7,0,3.1,6.2,5.7,4.2,4.8,2.6,0,2
348,373,1,21,29,0,3,75,5,5,10,0,5,6,9,10,10,8,9,15,25,15,15,15,15,6,10,10,10,10,9,9,9,9,9,8,8,0,4.7,7.5,7.2,6.6,6.3,5.1,0,7
350,373,1,31,29,0,9,75,5,5,10,0,5,10,9,9,9,10,9,12,25,25,8,15,15,7,10,6,8,8,8,8,7,7,9,7,7,0,7.7,7.8,7.6,7.3,7.1,6.4,1,10
351,373,1,35,29,0,1,75,5,5,10,0,5,9,6,9,9,9,9,15,15,30,15,15,10,8,10,7,8,9,9,9,9,9,9,9,9,0,7,7.3,6.9,5.6,6.2,5.2,1,8
352,373,1,29,29,0,6,75,5,5,10,0,5,6,9,9,8,7,8,20,20,20,10,10,20,9,10,9,9,8,9,9,7,7,7,8,9,0,5.9,7.9,7,5.3,5.5,4.6,0,6
354,373,1,22,29,0,9,75,5,5,10,0,5,7,9,9,9,9,10,20,10,20,20,20,10,7,7,10,8,8,7,7,10,10,9,9,8,0,6.9,7.4,7.4,7.9,7.6,7.6,0,8
355,373,1,24,29,0,10,75,5,5,10,0,5,8,9,9,8,8,8,50,20,10,5,10,5,6,10,8,8,8,9,8,8,7,8,8,4,0,7,7.3,6.8,7,6.7,6.1,0,8
358,373,1,26,29,0,1,75,5,5,10,0,5,9,9,10,9,10,8,20,10,25,25,10,10,8,7,8,8,7,9,7,8,7,7,7,8,0,7.4,7.6,8.4,6.6,8.5,6.3,0,9
341,374,1,23,30,1,3,50,10,10,10,5,15,7,6,6,5,5,5,20,20,20,20,20,0,7,9,9,7,9,6,10,9,8,8,6,8,0,7.1,7.6,7.4,7.2,6.6,5.9,0,6
345,374,1,24,30,0,7,50,10,10,10,5,15,6,5,6,4,4,5,10,20,27,23,15,5,7,9,7,9,7,5,10,9,6,10,6,6,0,6,7.6,7.6,7,6.6,5.7,0,5
347,374,1,26,30,0,1,50,10,10,10,5,15,5,4,5,4,5,4,30,5,10,20,30,5,8,6,10,10,10,5,8,7,5,6,5,8,0,3.1,6.2,5.7,4.2,4.8,2.6,0,4
348,374,1,21,30,1,3,50,10,10,10,5,15,5,6,5,5,4,4,15,25,15,15,15,15,6,10,10,10,10,7,10,10,8,8,7,6,0,4.7,7.5,7.2,6.6,6.3,5.1,0,6
350,374,1,31,30,0,9,50,10,10,10,5,15,6,5,6,7,6,5,12,25,25,8,15,15,7,10,6,8,8,4,6,7,4,8,3,4,0,7.7,7.8,7.6,7.3,7.1,6.4,0,5
351,374,1,35,30,1,1,50,10,10,10,5,15,7,6,5,5,5,6,15,15,30,15,15,10,8,10,7,8,9,7,7,7,7,7,7,7,0,7,7.3,6.9,5.6,6.2,5.2,0,7
352,374,1,29,30,0,6,50,10,10,10,5,15,7,6,5,5,5,6,20,20,20,10,10,20,9,10,9,9,8,7,7,7,6,6,7,7,0,5.9,7.9,7,5.3,5.5,4.6,1,7
356,374,1,27,30,0,2,50,10,10,10,5,15,6,6,6,4,5,5,15,25,20,20,0,20,7,10,8,9,6,4,6,7,4,7,4,4,0,8,7.3,7.7,5.2,6.8,6.2,0,6
357,374,1,27,30,1,10,50,10,10,10,5,15,10,8,7,6,7,8,15,20,20,20,20,5,6,10,7,7,6,5,8,8,6,8,6,6,0,7.6,7.8,7.9,6.5,6.7,6,1,10
358,374,1,26,30,1,1,50,10,10,10,5,15,6,5,6,4,5,6,20,10,25,25,10,10,8,7,8,8,7,6,7,7,7,7,6,6,0,7.4,7.6,8.4,6.6,8.5,6.3,0,7
359,374,1,26,30,0,1,50,10,10,10,5,15,5,7,5,5,4,3,9,17,23,15,14,22,7,10,2,9,8,7,5,5,5,6,1,2,0,5.7,7,7,5.7,6,5.3,0,5
341,375,1,23,27,0,3,30,20,15,15,8,12,4,7,7,7,5,3,20,20,20,20,20,0,7,9,9,7,9,10,9,9,8,7,6,7,0,7.1,7.6,7.4,7.2,6.6,5.9,0,5
344,375,1,26,27,0,1,30,20,15,15,8,12,3,5,7,5,7,5,15,15,15,20,20,15,7,7,8,8,9,8,6,6,6,6,9,8,0,6.9,7.5,7.7,7.1,7.7,6.7,0,5
345,375,1,24,27,1,7,30,20,15,15,8,12,3,7,6,5,4,3,10,20,27,23,15,5,7,9,7,9,7,10,8,9,9,8,6,9,0,6,7.6,7.6,7,6.6,5.7,0,4
347,375,1,26,27,0,1,30,20,15,15,8,12,1,4,2,1,2,1,30,5,10,20,30,5,8,6,10,10,10,8,4,5,5,5,3,5,0,3.1,6.2,5.7,4.2,4.8,2.6,0,2
348,375,1,21,27,0,3,30,20,15,15,8,12,3,6,6,5,5,3,15,25,15,15,15,15,6,10,10,10,10,9,9,8,8,9,8,6,0,4.7,7.5,7.2,6.6,6.3,5.1,0,3
350,375,1,31,27,1,9,30,20,15,15,8,12,7,7,8,7,6,6,12,25,25,8,15,15,7,10,6,8,8,9,6,6,6,5,3,5,0,7.7,7.8,7.6,7.3,7.1,6.4,1,7
351,375,1,35,27,0,1,30,20,15,15,8,12,7,6,5,6,6,6,15,15,30,15,15,10,8,10,7,8,9,8,8,8,8,8,8,8,0,7,7.3,6.9,5.6,6.2,5.2,1,6
352,375,1,29,27,0,6,30,20,15,15,8,12,5,5,4,4,4,3,20,20,20,10,10,20,9,10,9,9,8,9,7,8,8,8,8,9,0,5.9,7.9,7,5.3,5.5,4.6,0,4
354,375,1,22,27,1,9,30,20,15,15,8,12,2,3,6,4,6,3,20,10,20,20,20,10,7,7,10,8,8,7,10,6,6,6,3,5,0,6.9,7.4,7.4,7.9,7.6,7.6,0,4
355,375,1,24,27,1,10,30,20,15,15,8,12,2,4,4,2,5,2,50,20,10,5,10,5,6,10,8,8,8,9,6,7,7,7,7,8,0,7,7.3,6.8,7,6.7,6.1,0,3
357,375,1,27,27,0,10,30,20,15,15,8,12,6,8,8,7,7,6,15,20,20,20,20,5,6,10,7,7,6,7,6,7,5,5,4,4,0,7.6,7.8,7.9,6.5,6.7,6,1,6
358,375,1,26,27,0,1,30,20,15,15,8,12,5,7,8,7,9,6,20,10,25,25,10,10,8,7,8,8,7,8,8,8,8,8,6,8,0,7.4,7.6,8.4,6.6,8.5,6.3,1,6
341,376,1,23,25,1,3,30,10,15,20,15,10,8,9,7,7,7,7,20,20,20,20,20,0,7,9,9,7,9,8,8,10,7,10,6,5,0,7.1,7.6,7.4,7.2,6.6,5.9,0,7
343,376,1,32,25,0,5,30,10,15,20,15,10,5,9,7,5,9,4,5,25,20,10,15,25,4,8,6,10,7,8,8,8,6,8,5,8,0,5,7.7,7.4,5.4,7.6,5.6,0,4
344,376,1,26,25,0,1,30,10,15,20,15,10,7,9,7,7,7,7,15,15,15,20,20,15,7,7,8,8,9,6,6,9,9,9,8,8,0,6.9,7.5,7.7,7.1,7.7,6.7,0,7
347,376,1,26,25,0,1,30,10,15,20,15,10,4,9,8,7,7,5,30,5,10,20,30,5,8,6,10,10,10,6,7,7,6,5,5,6,0,3.1,6.2,5.7,4.2,4.8,2.6,0,6
348,376,1,21,25,1,3,30,10,15,20,15,10,5,9,7,6,6,6,15,25,15,15,15,15,6,10,10,10,10,7,8,10,5,9,6,5,0,4.7,7.5,7.2,6.6,6.3,5.1,0,5
350,376,1,31,25,0,9,30,10,15,20,15,10,6,9,7,4,5,5,12,25,25,8,15,15,7,10,6,8,8,6,8,8,7,9,6,7,0,7.7,7.8,7.6,7.3,7.1,6.4,0,5
351,376,1,35,25,1,1,30,10,15,20,15,10,5,9,6,5,6,5,15,15,30,15,15,10,8,10,7,8,9,7,7,8,7,7,7,8,0,7,7.3,6.9,5.6,6.2,5.2,0,5
352,376,1,29,25,0,6,30,10,15,20,15,10,5,9,8,6,5,5,20,20,20,10,10,20,9,10,9,9,8,7,7,8,8,8,7,8,0,5.9,7.9,7,5.3,5.5,4.6,0,5
353,376,1,25,25,1,7,30,10,15,20,15,10,5,9,8,5,5,4,15,10,25,25,10,15,6,6,6,6,6,7,7,7,6,5,5,7,0,4.5,8.2,7.5,4.2,5.8,3,0,4
354,376,1,22,25,0,9,30,10,15,20,15,10,6,8,7,4,6,6,20,10,20,20,20,10,7,7,10,8,8,4,10,10,3,10,2,5,0,6.9,7.4,7.4,7.9,7.6,7.6,0,4
355,376,1,24,25,0,10,30,10,15,20,15,10,7,8,7,5,6,5,50,20,10,5,10,5,6,10,8,8,8,7,9,9,9,8,7,6,0,7,7.3,6.8,7,6.7,6.1,0,5
356,376,1,27,25,0,2,30,10,15,20,15,10,9,9,9,6,8,7,15,25,20,20,0,20,7,10,8,9,6,5,6,7,7,8,7,7,0,8,7.3,7.7,5.2,6.8,6.2,0,7
357,376,1,27,25,1,10,30,10,15,20,15,10,9,9,8,8,7,9,15,20,20,20,20,5,6,10,7,7,6,5,8,9,7,9,7,7,0,7.6,7.8,7.9,6.5,6.7,6,1,9
358,376,1,26,25,1,1,30,10,15,20,15,10,10,10,10,10,10,10,20,10,25,25,10,10,8,7,8,8,7,10,10,10,10,10,10,10,1,7.4,7.6,8.4,6.6,8.5,6.3,1,10
341,377,1,23,26,1,3,25,20,10,20,15,10,8,8,8,8,7,6,20,20,20,20,20,0,7,9,9,7,9,6,6,6,6,6,6,4,0,7.1,7.6,7.4,7.2,6.6,5.9,0,5
344,377,1,26,26,0,1,25,20,10,20,15,10,8,8,8,7,6,5,15,15,15,20,20,15,7,7,8,8,9,6,7,7,7,6,8,7,0,6.9,7.5,7.7,7.1,7.7,6.7,1,7
345,377,1,24,26,0,7,25,20,10,20,15,10,5,8,9,8,9,5,10,20,27,23,15,5,7,9,7,9,7,5,10,8,5,10,5,5,0,6,7.6,7.6,7,6.6,5.7,0,4
347,377,1,26,26,0,1,25,20,10,20,15,10,5,6,5,4,6,2,30,5,10,20,30,5,8,6,10,10,10,8,4,7,5,6,5,4,0,3.1,6.2,5.7,4.2,4.8,2.6,0,3
348,377,1,21,26,1,3,25,20,10,20,15,10,5,9,8,9,8,6,15,25,15,15,15,15,6,10,10,10,10,8,8,8,8,8,7,7,0,4.7,7.5,7.2,6.6,6.3,5.1,0,5
350,377,1,31,26,0,9,25,20,10,20,15,10,7,8,9,6,6,4,12,25,25,8,15,15,7,10,6,8,8,5,5,6,4,6,3,3,0,7.7,7.8,7.6,7.3,7.1,6.4,0,5
351,377,1,35,26,1,1,25,20,10,20,15,10,8,8,8,5,8,4,15,15,30,15,15,10,8,10,7,8,9,5,6,7,5,7,8,5,0,7,7.3,6.9,5.6,6.2,5.2,0,5
352,377,1,29,26,0,6,25,20,10,20,15,10,6,8,6,5,6,2,20,20,20,10,10,20,9,10,9,9,8,6,5,6,5,5,5,5,0,5.9,7.9,7,5.3,5.5,4.6,0,2
355,377,1,24,26,0,10,25,20,10,20,15,10,7,6,6,7,6,5,50,20,10,5,10,5,6,10,8,8,8,6,7,8,9,8,5,4,0,7,7.3,6.8,7,6.7,6.1,0,6
357,377,1,27,26,1,10,25,20,10,20,15,10,7,7,9,7,8,8,15,20,20,20,20,5,6,10,7,7,6,5,7,7,0,4,0,4,0,7.6,7.8,7.9,6.5,6.7,6,1,6
358,377,1,26,26,1,1,25,20,10,20,15,10,7,8,9,7,9,0,20,10,25,25,10,10,8,7,8,8,7,7,8,8,7,7,6,7,0,7.4,7.6,8.4,6.6,8.5,6.3,1,6
341,378,1,23,29,0,3,25,15,20,20,10,10,6,7,6,5,10,4,20,20,20,20,20,0,7,9,9,7,9,8,8,8,8,8,8,6,0,7.1,7.6,7.4,7.2,6.6,5.9,0,6
344,378,1,26,29,0,1,25,15,20,20,10,10,7,8,6,7,7,6,15,15,15,20,20,15,7,7,8,8,9,5,6,6,6,8,3,6,0,6.9,7.5,7.7,7.1,7.7,6.7,0,7
345,378,1,24,29,1,7,25,15,20,20,10,10,7,8,7,8,7,5,10,20,27,23,15,5,7,9,7,9,7,8,9,10,6,10,6,8,0,6,7.6,7.6,7,6.6,5.7,0,7
348,378,1,21,29,0,3,25,15,20,20,10,10,4,8,8,8,7,4,15,25,15,15,15,15,6,10,10,10,10,8,9,9,8,8,7,6,0,4.7,7.5,7.2,6.6,6.3,5.1,0,8
349,378,1,33,29,1,1,25,15,20,20,10,10,6,7,6,6,5,3,25,20,10,20,20,5,7,8,8,9,7,6,6,6,6,5,6,6,0,7.1,7.3,7,7,6.9,5.4,0,6
350,378,1,31,29,1,9,25,15,20,20,10,10,8,8,6,8,9,7,12,25,25,8,15,15,7,10,6,8,8,7,7,7,8,7,7,6,0,7.7,7.8,7.6,7.3,7.1,6.4,1,7
351,378,1,35,29,0,1,25,15,20,20,10,10,8,7,7,6,5,4,15,15,30,15,15,10,8,10,7,8,9,5,7,7,7,7,7,6,0,7,7.3,6.9,5.6,6.2,5.2,0,8
352,378,1,29,29,0,6,25,15,20,20,10,10,7,9,7,6,5,5,20,20,20,10,10,20,9,10,9,9,8,6,6,6,5,5,6,6,0,5.9,7.9,7,5.3,5.5,4.6,0,7
354,378,1,22,29,1,9,25,15,20,20,10,10,6,6,5,8,6,5,20,10,20,20,20,10,7,7,10,8,8,7,9,8,10,7,7,7,0,6.9,7.4,7.4,7.9,7.6,7.6,0,6
355,378,1,24,29,1,10,25,15,20,20,10,10,7,8,5,8,6,5,50,20,10,5,10,5,6,10,8,8,8,7,6,6,5,6,5,5,0,7,7.3,6.8,7,6.7,6.1,1,8
357,378,1,27,29,0,10,25,15,20,20,10,10,8,8,7,5,4,4,15,20,20,20,20,5,6,10,7,7,6,5,7,6,2,2,2,3,0,7.6,7.8,7.9,6.5,6.7,6,1,8
358,378,1,26,29,0,1,25,15,20,20,10,10,6,7,8,6,7,4,20,10,25,25,10,10,8,7,8,8,7,7,7,7,6,7,6,6,0,7.4,7.6,8.4,6.6,8.5,6.3,0,6
361,341,0,34,23,0,5,20,20,20,20,20,0,4,3,6,3,6,1,30,20,30,5,5,10,7,7,5,7,9,7,8,9,7,7,1,7,0,4.5,6.5,6.9,4.6,6.7,4.2,0,5
362,341,0,30,23,0,1,20,20,20,20,20,0,6,4,6,8,8,8,21,15,25,17,6,17,7,7,9,8,8,8,8,8,8,8,8,8,0,5.8,7.1,7.6,6.8,6.8,5.4,0,5
363,341,0,23,23,1,1,20,20,20,20,20,0,4,10,8,8,8,4,25,20,20,20,5,10,5,7,8,8,3,6,7,7,6,5,5,7,0,5.2,7.6,7.1,6.1,6.5,4.6,0,6
364,341,0,27,23,0,6,20,20,20,20,20,0,6,10,8,8,8,4,25,25,25,15,10,0,8,8,8,9,9,8,9,8,9,8,8,8,0,6.4,8,7.7,7.5,7.1,6.1,0,6
365,341,0,30,23,0,1,20,20,20,20,20,0,7,7,8,7,10,6,32,11,16,21,11,11,8,2,9,9,9,6,7,7,8,6,8,8,0,7.2,7.6,7.7,7.4,7.8,6.8,0,6
366,341,0,27,23,0,4,20,20,20,20,20,0,8,8,10,8,10,10,14,18,17,16,15,20,6,8,9,8,10,9,8,8,8,7,9,9,0,7.6,8.5,8.6,7.4,7.7,7.2,1,8
367,341,0,27,23,0,6,20,20,20,20,20,0,6,10,10,9,8,7,30,15,20,25,5,5,7,7,8,7,5,6,8,7,7,6,7,7,0,6.4,8,7.6,6.9,7,7.6,1,8
368,341,0,24,23,0,1,20,20,20,20,20,0,2,8,8,8,7,6,20,10,25,20,10,15,6,8,8,8,7,8,7,8,8,7,8,7,0,6.6,8.1,7.5,7.5,7,6.9,1,6
370,341,0,28,23,0,7,20,20,20,20,20,0,8,8,8,8,8,5,50,10,10,10,10,10,8,6,9,9,9,6,9,7,7,5,3,5,0,8.2,7.8,8.3,7.6,7.8,7,0,8
371,341,0,27,23,0,3,20,20,20,20,20,0,6,5,6,5,6,5,40,0,10,50,0,0,10,8,10,10,10,8,7,7,7,4,5,8,0,7.9,7.6,7.6,7.1,7.2,6.4,1,5
