"iid","pid","gender","age","age_o","samerace","importance_same_race","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","like","met","decision_o","att_m","sin_m","int_m","fun_m","amb_m","sha_m","dec_m"
402,387,0,29,25,0,1,20,15,25,15,15,10,6,8,8,7,8,7,25,20,15,25,10,5,6,8,7,10,9,9,7,8,6,7,5,8,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
402,388,0,29,24,0,1,22,17,15,15,15,16,3,8,8,8,8,7,25,20,15,25,10,5,6,8,7,10,9,7,7,5,7,5,7,6,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
402,389,0,29,21,0,1,20,30,20,20,0,10,4,10,8,5,10,3,25,20,15,25,10,5,6,8,7,10,9,8,7,6,8,6,7,7,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
402,391,0,29,28,0,1,35,0,35,10,10,10,5,8,6,5,9,3,25,20,15,25,10,5,6,8,7,10,9,8,7,5,6,4,8,7,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
402,392,0,29,26,0,1,15,20,15,30,10,10,2,8,9,4,10,3,25,20,15,25,10,5,6,8,7,10,9,6,8,6,5,6,5,5,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
402,393,0,29,22,0,1,8,20,25,25,12,10,6,8,7,6,7,6,25,20,15,25,10,5,6,8,7,10,9,6,8,6,6,6,6,4,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
402,394,0,29,24,0,1,18,19,16,15,15,17,5,9,9,7,7,8,25,20,15,25,10,5,6,8,7,10,9,6,7,6,7,6,7,6,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
402,395,0,29,33,0,1,20,20,20,10,10,20,5,10,9,8,8,8,25,20,15,25,10,5,6,8,7,10,9,6,7,5,6,5,4,4,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
402,396,0,29,25,1,1,15,18,18,18,15,16,6,9,9,6,9,2,25,20,15,25,10,5,6,8,7,10,9,6,7,6,6,6,7,5,0,0,5.1,8.3,8.2,6.5,8.5,5,0.1
403,382,0,22,28,1,6,25,25,25,10,10,5,5,8,8,8,8,5,20,25,20,15,5,15,4,8,7,9,9,4,4,5,2,2,7,4,0,0,4,9.2,8.2,6.2,8.2,4.2,0
403,384,0,22,23,1,6,20,20,20,20,20,0,4,10,9,4,9,5,20,25,20,15,5,15,4,8,7,9,9,7,6,6,7,5,4,7,0,0,4,9.2,8.2,6.2,8.2,4.2,0
403,392,0,22,26,1,6,15,20,15,30,10,10,2,10,8,7,9,2,20,25,20,15,5,15,4,8,7,9,9,5,7,7,4,4,2,5,0,0,4,9.2,8.2,6.2,8.2,4.2,0
403,396,0,22,25,0,6,15,18,18,18,15,16,5,9,8,6,7,5,20,25,20,15,5,15,4,8,7,9,9,5,6,6,7,5,3,6,0,0,4,9.2,8.2,6.2,8.2,4.2,0
404,380,0,23,33,0,1,20,20,20,15,15,10,9,9,7,7,7,7,25,14,25,25,3,8,6,9,7,8,8,5,5,6,5,6,5,6,0,1,8.5,8.5,7.5,6.5,7.5,5.5,1
404,382,0,23,28,1,1,25,25,25,10,10,5,8,8,8,6,8,4,25,14,25,25,3,8,6,9,7,8,8,7,7,7,5,5,5,8,0,1,8.5,8.5,7.5,6.5,7.5,5.5,1
405,379,0,30,38,0,1,15,15,20,15,15,20,6,8,9,6,7,7,30,25,20,15,5,5,8,8,10,9,10,6,10,10,7,10,2,3,0,1,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,380,0,30,33,1,1,20,20,20,15,15,10,5,6,7,6,8,5,30,25,20,15,5,5,8,8,10,9,10,5,10,10,10,10,10,7,0,1,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,381,0,30,24,0,1,20,10,20,35,5,10,8,9,8,7,8,7,30,25,20,15,5,5,8,8,10,9,10,7,10,10,10,9,9,8,0,0,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,384,0,30,23,0,1,20,20,20,20,20,0,7,10,10,10,10,7,30,25,20,15,5,5,8,8,10,9,10,6,10,10,10,10,9,8,0,0,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,386,0,30,26,0,1,15,10,30,10,15,20,7,8,8,6,8,6,30,25,20,15,5,5,8,8,10,9,10,5,9,9,9,9,9,7,0,0,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,387,0,30,25,0,1,20,15,25,15,15,10,6,8,8,7,8,7,30,25,20,15,5,5,8,8,10,9,10,9,9,9,9,9,6,7,0,0,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,388,0,30,24,0,1,22,17,15,15,15,16,3,8,8,8,8,7,30,25,20,15,5,5,8,8,10,9,10,8,9,9,9,9,2,3,0,0,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,391,0,30,28,0,1,35,0,35,10,10,10,5,8,7,5,8,3,30,25,20,15,5,5,8,8,10,9,10,7,7,10,10,7,3,9,0,0,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,392,0,30,26,0,1,15,20,15,30,10,10,5,10,10,7,10,5,30,25,20,15,5,5,8,8,10,9,10,7,10,10,10,10,10,8,0,0,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,393,0,30,22,0,1,8,20,25,25,12,10,6,8,8,6,8,5,30,25,20,15,5,5,8,8,10,9,10,5,10,10,10,10,10,8,0,1,5.7,8.2,8.3,6.7,8.2,5.8,0.3
405,394,0,30,24,0,1,18,19,16,15,15,17,5,7,8,6,7,5,30,25,20,15,5,5,8,8,10,9,10,6,10,10,10,9,9,8,0,0,5.7,8.2,8.3,6.7,8.2,5.8,0.3
406,380,0,27,33,0,1,20,20,20,15,15,10,5,5,5,5,5,5,20,20,20,20,20,0,6,7,8,8,9,7,7,7,7,5,5,6,0,1,5.6,8,7.8,7.2,7.2,7,0.4
406,381,0,27,24,0,1,20,10,20,35,5,10,6,9,8,5,6,9,20,20,20,20,20,0,6,7,8,8,9,7,6,6,6,5,7,6,0,0,5.6,8,7.8,7.2,7.2,7,0.4
406,389,0,27,21,0,1,20,30,20,20,0,10,4,10,10,10,10,10,20,20,20,20,20,0,6,7,8,8,9,6,6,7,9,7,3,7,0,0,5.6,8,7.8,7.2,7.2,7,0.4
406,393,0,27,22,0,1,8,20,25,25,12,10,8,8,8,8,7,7,20,20,20,20,20,0,6,7,8,8,9,5,7,6,6,4,7,6,0,1,5.6,8,7.8,7.2,7.2,7,0.4
406,394,0,27,24,0,1,18,19,16,15,15,17,5,8,8,8,8,4,20,20,20,20,20,0,6,7,8,8,9,4,2,3,3,1,0,3,0,0,5.6,8,7.8,7.2,7.2,7,0.4
407,379,0,24,38,1,1,15,15,20,15,15,20,7,9,8,7,7,9,30,15,15,15,15,10,7,9,8,7,8,7,6,7,6,9,8,7,0,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,380,0,24,33,0,1,20,20,20,15,15,10,5,7,7,7,7,7,30,15,15,15,15,10,7,9,8,7,8,6,7,7,6,7,10,7,1,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,381,0,24,24,1,1,20,10,20,35,5,10,10,10,10,10,10,10,30,15,15,15,15,10,7,9,8,7,8,10,10,10,10,10,10,10,1,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,382,0,24,28,1,1,25,25,25,10,10,5,10,10,10,10,10,10,30,15,15,15,15,10,7,9,8,7,8,10,10,10,10,10,10,10,1,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,384,0,24,23,1,1,20,20,20,20,20,0,9,10,10,7,9,9,30,15,15,15,15,10,7,9,8,7,8,7,7,8,9,6,7,6,0,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,385,0,24,25,1,1,25,20,20,20,10,5,6,10,7,7,7,10,30,15,15,15,15,10,7,9,8,7,8,7,7,6,8,7,5,6,0,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,387,0,24,25,1,1,20,15,25,15,15,10,8,8,8,8,8,8,30,15,15,15,15,10,7,9,8,7,8,8,8,8,8,7,6,7,0,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,388,0,24,24,1,1,22,17,15,15,15,16,6,8,8,6,8,5,30,15,15,15,15,10,7,9,8,7,8,8,7,6,8,7,6,6,0,0,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,389,0,24,21,1,1,20,30,20,20,0,10,9,10,6,6,6,6,30,15,15,15,15,10,7,9,8,7,8,6,7,8,8,6,4,5,0,0,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,391,0,24,28,1,1,35,0,35,10,10,10,6,10,9,7,8,5,30,15,15,15,15,10,7,9,8,7,8,6,7,6,6,7,8,6,0,0,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,392,0,24,26,1,1,15,20,15,30,10,10,5,8,7,6,6,5,30,15,15,15,15,10,7,9,8,7,8,7,6,7,6,8,9,7,0,0,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,393,0,24,22,1,1,8,20,25,25,12,10,8,8,8,8,8,7,30,15,15,15,15,10,7,9,8,7,8,6,8,8,7,7,8,7,0,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,394,0,24,24,1,1,18,19,16,15,15,17,6,9,8,6,7,7,30,15,15,15,15,10,7,9,8,7,8,6,8,8,7,7,9,7,0,0,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,395,0,24,33,1,1,20,20,20,10,10,20,6,9,8,6,6,9,30,15,15,15,15,10,7,9,8,7,8,6,7,8,7,7,7,6,0,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
407,396,0,24,25,0,1,15,18,18,18,15,16,6,8,8,5,4,6,30,15,15,15,15,10,7,9,8,7,8,6,6,7,3,7,8,6,0,1,7.1,8.9,8.1,7.1,7.4,7.5,0.7
408,379,0,24,38,0,1,15,15,20,15,15,20,7,9,8,9,8,9,20,10,20,20,10,20,8,7,10,8,9,7,6,8,7,7,6,7,0,0,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,380,0,24,33,0,1,20,20,20,15,15,10,5,6,7,6,6,6,20,10,20,20,10,20,8,7,10,8,9,8,9,9,9,8,7,7,0,1,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,381,0,24,24,0,1,20,10,20,35,5,10,7,10,6,6,6,6,20,10,20,20,10,20,8,7,10,8,9,7,8,8,8,8,7,5,0,0,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,382,0,24,28,0,1,25,25,25,10,10,5,7,6,6,8,6,8,20,10,20,20,10,20,8,7,10,8,9,8,7,7,8,6,6,6,0,1,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,384,0,24,23,0,1,20,20,20,20,20,0,3,3,3,3,3,3,20,10,20,20,10,20,8,7,10,8,9,6,8,8,8,8,7,7,0,0,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,389,0,24,21,0,1,20,30,20,20,0,10,9,10,10,10,10,10,20,10,20,20,10,20,8,7,10,8,9,7,7,8,8,7,8,7,0,1,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,391,0,24,28,0,1,35,0,35,10,10,10,5,5,6,6,9,5,20,10,20,20,10,20,8,7,10,8,9,6,7,8,8,7,7,8,0,0,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,392,0,24,26,0,1,15,20,15,30,10,10,3,3,4,4,8,2,20,10,20,20,10,20,8,7,10,8,9,4,6,6,8,7,7,7,0,0,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,393,0,24,22,0,1,8,20,25,25,12,10,7,8,9,7,8,7,20,10,20,20,10,20,8,7,10,8,9,6,7,8,7,9,8,8,0,1,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,394,0,24,24,0,1,18,19,16,15,15,17,7,7,8,7,7,5,20,10,20,20,10,20,8,7,10,8,9,5,5,9,8,7,5,5,0,0,6.2,6.9,6.9,6.8,7.2,6.1,0.5
408,396,0,24,25,0,1,15,18,18,18,15,16,8,9,9,9,8,6,20,10,20,20,10,20,8,7,10,8,9,5,8,9,8,8,7,8,1,1,6.2,6.9,6.9,6.8,7.2,6.1,0.5
409,379,0,23,38,1,5,15,15,20,15,15,20,7,9,9,7,8,5,20,15,20,20,10,15,7,9,8,9,8,6,6,8,5,9,4,5,0,0,7,8.2,8.2,7.3,7.3,6.6,0.6
409,380,0,23,33,0,5,20,20,20,15,15,10,8,8,8,8,8,8,20,15,20,20,10,15,7,9,8,9,8,7,9,9,8,7,5,7,0,1,7,8.2,8.2,7.3,7.3,6.6,0.6
409,381,0,23,24,1,5,20,10,20,35,5,10,8,8,8,8,8,9,20,15,20,20,10,15,7,9,8,9,8,7,7,7,7,7,8,7,0,1,7,8.2,8.2,7.3,7.3,6.6,0.6
409,382,0,23,28,1,5,25,25,25,10,10,5,6,8,8,8,6,8,20,15,20,20,10,15,7,9,8,9,8,3,6,7,4,7,2,3,0,1,7,8.2,8.2,7.3,7.3,6.6,0.6
409,384,0,23,23,1,5,20,20,20,20,20,0,7,10,10,6,8,7,20,15,20,20,10,15,7,9,8,9,8,7,9,8,8,7,6,8,0,1,7,8.2,8.2,7.3,7.3,6.6,0.6
409,385,0,23,25,1,5,25,20,20,20,10,5,9,9,9,9,9,7,20,15,20,20,10,15,7,9,8,9,8,8,8,8,7,7,8,8,0,1,7,8.2,8.2,7.3,7.3,6.6,0.6
409,388,0,23,24,1,5,22,17,15,15,15,16,5,6,7,6,7,4,20,15,20,20,10,15,7,9,8,9,8,7,6,7,5,5,6,6,0,0,7,8.2,8.2,7.3,7.3,6.6,0.6
409,391,0,23,28,1,5,35,0,35,10,10,10,8,6,6,7,6,5,20,15,20,20,10,15,7,9,8,9,8,7,8,8,7,6,7,6,0,0,7,8.2,8.2,7.3,7.3,6.6,0.6
409,392,0,23,26,1,5,15,20,15,30,10,10,8,10,10,8,8,9,20,15,20,20,10,15,7,9,8,9,8,6,8,8,6,8,8,7,0,1,7,8.2,8.2,7.3,7.3,6.6,0.6
409,393,0,23,22,1,5,8,20,25,25,12,10,7,7,7,7,7,7,20,15,20,20,10,15,7,9,8,9,8,4,8,8,6,7,3,6,0,1,7,8.2,8.2,7.3,7.3,6.6,0.6
409,394,0,23,24,1,5,18,19,16,15,15,17,4,9,8,7,6,6,20,15,20,20,10,15,7,9,8,9,8,6,9,9,7,8,4,6,0,0,7,8.2,8.2,7.3,7.3,6.6,0.6
409,396,0,23,25,0,5,15,18,18,18,15,16,7,9,9,7,7,4,20,15,20,20,10,15,7,9,8,9,8,7,8,7,7,7,8,7,0,0,7,8.2,8.2,7.3,7.3,6.6,0.6
410,379,0,27,38,1,8,15,15,20,15,15,20,9,6,8,7,7,8,20,20,20,20,10,10,7,10,6,10,10,7,7,10,9,10,5,6,0,0,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,380,0,27,33,0,8,20,20,20,15,15,10,4,6,7,6,8,6,20,20,20,20,10,10,7,10,6,10,10,6,10,10,5,8,5,7,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,381,0,27,24,1,8,20,10,20,35,5,10,6,9,8,8,7,8,20,20,20,20,10,10,7,10,6,10,10,4,3,5,8,8,2,2,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,382,0,27,28,1,8,25,25,25,10,10,5,6,8,7,7,7,6,20,20,20,20,10,10,7,10,6,10,10,7,5,6,2,10,3,6,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,384,0,27,23,1,8,20,20,20,20,20,0,10,10,10,10,10,10,20,20,20,20,10,10,7,10,6,10,10,5,4,4,4,5,10,5,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,385,0,27,25,1,8,25,20,20,20,10,5,10,10,10,10,7,7,20,20,20,20,10,10,7,10,6,10,10,9,10,5,7,3,5,8,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,387,0,27,25,1,8,20,15,25,15,15,10,7,7,7,7,8,7,20,20,20,20,10,10,7,10,6,10,10,7,5,5,8,2,4,4,0,0,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,388,0,27,24,1,8,22,17,15,15,15,16,6,8,8,7,8,6,20,20,20,20,10,10,7,10,6,10,10,5,2,3,4,5,1,1,0,0,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,391,0,27,28,1,8,35,0,35,10,10,10,7,9,8,8,6,6,20,20,20,20,10,10,7,10,6,10,10,7,8,8,4,5,8,7,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,392,0,27,26,1,8,15,20,15,30,10,10,9,9,10,8,9,7,20,20,20,20,10,10,7,10,6,10,10,5,10,5,6,6,5,6,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,393,0,27,22,1,8,8,20,25,25,12,10,7,8,7,7,6,5,20,20,20,20,10,10,7,10,6,10,10,5,9,8,2,5,2,4,0,0,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,394,0,27,24,1,8,18,19,16,15,15,17,7,8,8,6,7,7,20,20,20,20,10,10,7,10,6,10,10,5,10,7,3,5,2,1,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
410,396,0,27,25,0,8,15,18,18,18,15,16,8,9,9,8,8,5,20,20,20,20,10,10,7,10,6,10,10,3,4,3,2,3,1,2,0,1,7.4,8.2,8.2,7.6,7.5,6.8,0.7
411,379,0,34,38,1,8,15,15,20,15,15,20,8,9,9,8,8,8,35,15,15,25,10,0,8,6,9,7,5,7,10,9,8,8,7,6,0,1,7.3,8.2,8.2,8,8.2,6.7,0.5
411,381,0,34,24,1,8,20,10,20,35,5,10,4,8,8,7,7,6,35,15,15,25,10,0,8,6,9,7,5,6,7,6,2,5,5,2,0,0,7.3,8.2,8.2,8,8.2,6.7,0.5
411,382,0,34,28,1,8,25,25,25,10,10,5,6,8,7,7,7,6,35,15,15,25,10,0,8,6,9,7,5,7,10,7,7,5,5,6,0,0,7.3,8.2,8.2,8,8.2,6.7,0.5
411,384,0,34,23,1,8,20,20,20,20,20,0,10,10,10,10,10,7,35,15,15,25,10,0,8,6,9,7,5,8,9,7,10,5,5,6,0,1,7.3,8.2,8.2,8,8.2,6.7,0.5
411,385,0,34,25,1,8,25,20,20,20,10,5,8,7,8,9,9,9,35,15,15,25,10,0,8,6,9,7,5,8,10,7,6,5,5,6,0,1,7.3,8.2,8.2,8,8.2,6.7,0.5
411,387,0,34,25,1,8,20,15,25,15,15,10,8,9,9,8,9,8,35,15,15,25,10,0,8,6,9,7,5,10,10,8,10,6,5,7,0,1,7.3,8.2,8.2,8,8.2,6.7,0.5
411,388,0,34,24,1,8,22,17,15,15,15,16,6,8,8,8,8,6,35,15,15,25,10,0,8,6,9,7,5,8,5,6,6,7,1,6,0,0,7.3,8.2,8.2,8,8.2,6.7,0.5
411,391,0,34,28,1,8,35,0,35,10,10,10,7,8,7,6,7,6,35,15,15,25,10,0,8,6,9,7,5,6,7,8,6,6,5,5,0,0,7.3,8.2,8.2,8,8.2,6.7,0.5
411,392,0,34,26,1,8,15,20,15,30,10,10,6,8,9,8,8,6,35,15,15,25,10,0,8,6,9,7,5,5,10,8,10,7,5,5,0,0,7.3,8.2,8.2,8,8.2,6.7,0.5
411,393,0,34,22,1,8,8,20,25,25,12,10,8,8,8,8,8,7,35,15,15,25,10,0,8,6,9,7,5,5,10,7,7,4,5,5,0,1,7.3,8.2,8.2,8,8.2,6.7,0.5
411,394,0,34,24,1,8,18,19,16,15,15,17,10,7,7,8,9,6,35,15,15,25,10,0,8,6,9,7,5,6,9,8,7,4,5,6,0,0,7.3,8.2,8.2,8,8.2,6.7,0.5
411,396,0,34,25,0,8,15,18,18,18,15,16,7,8,9,9,8,5,35,15,15,25,10,0,8,6,9,7,5,4,9,8,7,9,5,4,0,1,7.3,8.2,8.2,8,8.2,6.7,0.5
412,379,0,27,38,1,1,15,15,20,15,15,20,5,7,8,7,9,5,75,5,5,5,5,5,7,7,8,8,8,7,8,9,8,7,8,5,0,0,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,380,0,27,33,0,1,20,20,20,15,15,10,5,6,7,7,6,5,75,5,5,5,5,5,7,7,8,8,8,8,7,8,8,8,7,6,0,0,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,381,0,27,24,1,1,20,10,20,35,5,10,5,8,7,7,6,5,75,5,5,5,5,5,7,7,8,8,8,7,8,8,7,6,6,5,0,0,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,382,0,27,28,1,1,25,25,25,10,10,5,5,8,8,8,8,8,75,5,5,5,5,5,7,7,8,8,8,6,8,8,8,7,7,5,0,0,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,384,0,27,23,1,1,20,20,20,20,20,0,8,10,10,10,10,7,75,5,5,5,5,5,7,7,8,8,8,8,8,8,7,8,8,8,0,1,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,387,0,27,25,1,1,20,15,25,15,15,10,7,7,8,8,8,7,75,5,5,5,5,5,7,7,8,8,8,9,8,7,9,9,8,7,0,1,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,391,0,27,28,1,1,35,0,35,10,10,10,5,5,5,5,5,5,75,5,5,5,5,5,7,7,8,8,8,8,8,8,9,10,10,6,0,0,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,392,0,27,26,1,1,15,20,15,30,10,10,1,3,3,1,8,1,75,5,5,5,5,5,7,7,8,8,8,8,8,8,8,8,8,8,0,0,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,393,0,27,22,1,1,8,20,25,25,12,10,7,8,8,7,8,6,75,5,5,5,5,5,7,7,8,8,8,5,8,9,8,8,6,5,0,0,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,394,0,27,24,1,1,18,19,16,15,15,17,5,8,9,8,7,8,75,5,5,5,5,5,7,7,8,8,8,7,6,6,6,6,6,6,0,0,5.4,7.2,7.4,6.7,7.3,5.6,0.3
412,396,0,27,25,0,1,15,18,18,18,15,16,6,9,8,6,5,5,75,5,5,5,5,5,7,7,8,8,8,6,8,8,7,8,7,5,0,1,5.4,7.2,7.4,6.7,7.3,5.6,0.3
413,379,0,26,38,1,5,15,15,20,15,15,20,6,7,8,7,8,6,10,10,30,30,5,15,7,9,7,8,6,7,7,7,6,8,7,7,0,0,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,380,0,26,33,0,5,20,20,20,15,15,10,8,7,7,7,7,4,10,10,30,30,5,15,7,9,7,8,6,5,7,6,5,5,6,6,0,1,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,381,0,26,24,1,5,20,10,20,35,5,10,7,8,5,6,8,7,10,10,30,30,5,15,7,9,7,8,6,6,6,6,6,6,6,6,0,1,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,382,0,26,28,1,5,25,25,25,10,10,5,6,8,8,7,8,7,10,10,30,30,5,15,7,9,7,8,6,7,6,6,5,6,5,6,0,1,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,384,0,26,23,1,5,20,20,20,20,20,0,7,10,10,8,10,7,10,10,30,30,5,15,7,9,7,8,6,8,8,7,8,8,7,8,0,0,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,387,0,26,25,1,5,20,15,25,15,15,10,7,8,8,8,7,7,10,10,30,30,5,15,7,9,7,8,6,9,8,7,7,6,7,8,0,0,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,388,0,26,24,1,5,22,17,15,15,15,16,6,7,8,6,6,5,10,10,30,30,5,15,7,9,7,8,6,7,7,6,6,6,6,7,0,0,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,391,0,26,28,1,5,35,0,35,10,10,10,5,6,5,5,6,5,10,10,30,30,5,15,7,9,7,8,6,7,6,7,7,6,6,6,0,0,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,392,0,26,26,1,5,15,20,15,30,10,10,6,8,10,8,8,8,10,10,30,30,5,15,7,9,7,8,6,7,7,7,6,7,6,7,0,1,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,393,0,26,22,1,5,8,20,25,25,12,10,8,8,8,7,7,6,10,10,30,30,5,15,7,9,7,8,6,6,8,6,6,6,5,7,0,0,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,394,0,26,24,1,5,18,19,16,15,15,17,7,8,8,6,7,7,10,10,30,30,5,15,7,9,7,8,6,6,8,7,6,6,6,6,0,0,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,395,0,26,33,1,5,20,20,20,10,10,20,7,9,8,8,9,8,10,10,30,30,5,15,7,9,7,8,6,6,7,6,6,6,6,6,0,1,6.7,7.8,7.8,6.8,7.5,6.3,0.5
413,396,0,26,25,0,5,15,18,18,18,15,16,7,8,8,6,7,5,10,10,30,30,5,15,7,9,7,8,6,6,7,6,6,6,5,6,0,1,6.7,7.8,7.8,6.8,7.5,6.3,0.5
415,379,0,31,38,1,3,15,15,20,15,15,20,6,6,6,6,6,6,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,380,0,31,33,0,3,20,20,20,15,15,10,1,1,1,1,1,1,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,381,0,31,24,1,3,20,10,20,35,5,10,1,1,1,1,1,1,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,382,0,31,28,1,3,25,25,25,10,10,5,4,4,4,10,4,4,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,384,0,31,23,1,3,20,20,20,20,20,0,0,0,0,0,0,0,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,385,0,31,25,1,3,25,20,20,20,10,5,5,9,8,4,9,1,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,387,0,31,25,1,3,20,15,25,15,15,10,7,5,8,6,6,5,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,388,0,31,24,1,3,22,17,15,15,15,16,3,1,3,4,2,1,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,391,0,31,28,1,3,35,0,35,10,10,10,6,8,6,6,6,5,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,392,0,31,26,1,3,15,20,15,30,10,10,1,1,1,1,1,1,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,394,0,31,24,1,3,18,19,16,15,15,17,6,6,8,4,10,1,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
415,396,0,31,25,0,3,15,18,18,18,15,16,3,8,5,1,8,1,10,20,40,10,10,10,7,8,4,10,8,5,5,5,5,5,5,5,0,0,3.6,4.2,4.2,3.7,4.5,2.2,0
