"","iid","pid","gender","age","age_o","samerace","importance_same_race","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","like","met","att_m","sin_m","int_m","fun_m","amb_m","sha_m","dec_m","decision_o","like_o"
"3813",371,354,0,27,22,1,3,20,10,20,20,20,10,9,10,10,10,10,9,40,0,10,50,0,0,10,8,10,10,10,6,8,7,10,7,10,8,0,7.9,7.6,7.6,7.1,7.2,6.4,0.6,1,9
"3814",371,355,0,27,24,1,3,50,20,10,5,10,5,9,8,8,8,8,7,40,0,10,50,0,0,10,8,10,10,10,8,6,5,7,5,5,6,0,7.9,7.6,7.6,7.1,7.2,6.4,0.6,0,15
"3815",371,356,0,27,27,1,3,15,25,20,20,0,20,7,6,7,5,6,5,40,0,10,50,0,0,10,8,10,10,10,7,7,6,2,4,3,4,0,7.9,7.6,7.6,7.1,7.2,6.4,0.6,0,6
"3816",371,357,0,27,27,0,3,15,20,20,20,20,5,6,7,7,6,7,6,40,0,10,50,0,0,10,8,10,10,10,6,7,8,4,7,1,4,0,7.9,7.6,7.6,7.1,7.2,6.4,0.6,0,4
"3817",371,358,0,27,26,0,3,20,10,25,25,10,10,7,7,7,7,7,8,40,0,10,50,0,0,10,8,10,10,10,6,6,7,3,7,7,3,0,7.9,7.6,7.6,7.1,7.2,6.4,0.6,0,7
"3818",371,360,0,27,24,0,3,20,30,10,10,10,20,8,7,6,6,6,7,40,0,10,50,0,0,10,8,10,10,10,7,7,8,2,5,7,7,0,7.9,7.6,7.6,7.1,7.2,6.4,0.6,1,9
"3819",372,345,0,27,24,1,9,10,20,27,23,15,5,8,7,7,7,7,8,30,15,15,20,5,15,7,8,8,9,8,7,7,6,7,8,7,6,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,1,6
"3820",372,347,0,27,26,0,9,30,5,10,20,30,5,7,9,8,9,7,3,30,15,15,20,5,15,7,8,8,9,8,2,6,7,4,4,1,2,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,1,7
"3821",372,348,0,27,21,0,9,15,25,15,15,15,15,9,8,10,8,8,8,30,15,15,20,5,15,7,8,8,9,8,5,9,7,6,5,6,6,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,1,6
"3822",372,350,0,27,31,1,9,12,25,25,8,15,15,6,6,7,6,6,5,30,15,15,20,5,15,7,8,8,9,8,9,8,7,6,5,5,7,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,0,5
"3823",372,351,0,27,35,0,9,15,15,30,15,15,10,7,7,6,7,7,5,30,15,15,20,5,15,7,8,8,9,8,7,9,7,4,4,3,4,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,1,7
"3824",372,352,0,27,29,0,9,20,20,20,10,10,20,7,8,9,7,7,9,30,15,15,20,5,15,7,8,8,9,8,6,9,8,4,4,4,3,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,1,8
"3825",372,354,0,27,22,1,9,20,10,20,20,20,10,4,8,7,7,6,6,30,15,15,20,5,15,7,8,8,9,8,7,7,6,7,7,8,8,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,1,6
"3826",372,355,0,27,24,1,9,50,20,10,5,10,5,5,6,7,8,5,5,30,15,15,20,5,15,7,8,8,9,8,9,8,7,7,6,6,7,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,0,9
"3827",372,357,0,27,27,0,9,15,20,20,20,20,5,4,5,7,5,5,6,30,15,15,20,5,15,7,8,8,9,8,8,8,8,7,6,5,6,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,0,4
"3828",372,358,0,27,26,0,9,20,10,25,25,10,10,7,7,7,7,7,6,30,15,15,20,5,15,7,8,8,9,8,9,8,8,6,7,6,7,0,6.4,7.1,7.5,7.1,6.5,6.1,0.6,0,7
"3829",373,341,0,29,23,0,3,20,20,20,20,20,0,8,8,8,8,8,8,75,5,5,10,0,5,9,8,9,9,9,8,7,9,8,8,8,8,0,8.7,8.2,8.2,8,8,7.4,0.8,0,6
"3830",373,345,0,29,24,0,3,10,20,27,23,15,5,10,9,8,8,8,6,75,5,5,10,0,5,9,8,9,9,9,7,8,9,10,6,6,7,0,8.7,8.2,8.2,8,8,7.4,0.8,0,8
"3831",373,347,0,29,26,0,3,30,5,10,20,30,5,9,8,8,7,6,5,75,5,5,10,0,5,9,8,9,9,9,4,3,4,2,2,0,2,0,8.7,8.2,8.2,8,8,7.4,0.8,1,7
"3832",373,348,0,29,21,0,3,15,25,15,15,15,15,9,9,9,9,9,8,75,5,5,10,0,5,9,8,9,9,9,6,9,10,10,8,9,7,0,8.7,8.2,8.2,8,8,7.4,0.8,1,8
"3833",373,350,0,29,31,0,3,12,25,25,8,15,15,8,8,7,7,9,7,75,5,5,10,0,5,9,8,9,9,9,10,9,9,9,10,9,10,0,8.7,8.2,8.2,8,8,7.4,0.8,1,7
"3834",373,351,0,29,35,0,3,15,15,30,15,15,10,9,9,9,9,9,9,75,5,5,10,0,5,9,8,9,9,9,9,6,9,9,9,9,8,0,8.7,8.2,8.2,8,8,7.4,0.8,1,9
"3835",373,352,0,29,29,0,3,20,20,20,10,10,20,9,9,7,7,7,8,75,5,5,10,0,5,9,8,9,9,9,6,9,9,8,7,8,6,0,8.7,8.2,8.2,8,8,7.4,0.8,1,9
"3836",373,354,0,29,22,0,3,20,10,20,20,20,10,7,7,10,10,9,9,75,5,5,10,0,5,9,8,9,9,9,7,9,9,9,9,10,8,0,8.7,8.2,8.2,8,8,7.4,0.8,1,8
"3837",373,358,0,29,26,0,3,20,10,25,25,10,10,9,7,8,7,7,7,75,5,5,10,0,5,9,8,9,9,9,9,9,10,9,10,8,9,0,8.7,8.2,8.2,8,8,7.4,0.8,1,8
"3838",374,341,0,30,23,1,6,20,20,20,20,20,0,6,10,9,8,8,6,50,10,10,10,5,15,6,7,6,7,7,7,6,6,5,5,5,6,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,0,8
"3839",374,345,0,30,24,0,6,10,20,27,23,15,5,5,10,9,6,10,6,50,10,10,10,5,15,6,7,6,7,7,6,5,6,4,4,5,5,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,0,6
"3840",374,347,0,30,26,0,6,30,5,10,20,30,5,5,8,7,5,6,5,50,10,10,10,5,15,6,7,6,7,7,5,4,5,4,5,4,4,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,1,8
"3841",374,348,0,30,21,1,6,15,25,15,15,15,15,7,10,10,8,8,7,50,10,10,10,5,15,6,7,6,7,7,5,6,5,5,4,4,6,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,1,6
"3842",374,350,0,30,31,0,6,12,25,25,8,15,15,4,6,7,4,8,3,50,10,10,10,5,15,6,7,6,7,7,6,5,6,7,6,5,5,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,0,4
"3843",374,351,0,30,35,1,6,15,15,30,15,15,10,7,7,7,7,7,7,50,10,10,10,5,15,6,7,6,7,7,7,6,5,5,5,6,7,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,1,7
"3844",374,352,0,30,29,0,6,20,20,20,10,10,20,7,7,7,6,6,7,50,10,10,10,5,15,6,7,6,7,7,7,6,5,5,5,6,7,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,0,7
"3845",374,356,0,30,27,0,6,15,25,20,20,0,20,4,6,7,4,7,4,50,10,10,10,5,15,6,7,6,7,7,6,6,6,4,5,5,6,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,0,4
"3846",374,357,0,30,27,1,6,15,20,20,20,20,5,5,8,8,6,8,6,50,10,10,10,5,15,6,7,6,7,7,10,8,7,6,7,8,10,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,1,6
"3847",374,358,0,30,26,1,6,20,10,25,25,10,10,6,7,7,7,7,6,50,10,10,10,5,15,6,7,6,7,7,6,5,6,4,5,6,7,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,0,6
"3848",374,359,0,30,26,0,6,9,17,23,15,14,22,7,5,5,5,6,1,50,10,10,10,5,15,6,7,6,7,7,5,7,5,5,4,3,5,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,0,2
"3849",374,360,0,30,24,0,6,20,30,10,10,10,20,6,7,7,5,6,5,50,10,10,10,5,15,6,7,6,7,7,6,6,5,5,4,5,6,0,5.8,7.6,7.5,5.9,7.2,5.2,0.3,0,7
"3850",375,341,0,27,23,0,3,20,20,20,20,20,0,10,9,9,8,7,6,30,20,15,15,8,12,8,9,9,8,9,4,7,7,7,5,3,5,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,7
"3851",375,344,0,27,26,0,3,15,15,15,20,20,15,8,6,6,6,6,9,30,20,15,15,8,12,8,9,9,8,9,3,5,7,5,7,5,5,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,8
"3852",375,345,0,27,24,1,3,10,20,27,23,15,5,10,8,9,9,8,6,30,20,15,15,8,12,8,9,9,8,9,3,7,6,5,4,3,4,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,9
"3853",375,347,0,27,26,0,3,30,5,10,20,30,5,8,4,5,5,5,3,30,20,15,15,8,12,8,9,9,8,9,1,4,2,1,2,1,2,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,0,5
"3854",375,348,0,27,21,0,3,15,25,15,15,15,15,9,9,8,8,9,8,30,20,15,15,8,12,8,9,9,8,9,3,6,6,5,5,3,3,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,6
"3855",375,350,0,27,31,1,3,12,25,25,8,15,15,9,6,6,6,5,3,30,20,15,15,8,12,8,9,9,8,9,7,7,8,7,6,6,7,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,0,5
"3856",375,351,0,27,35,0,3,15,15,30,15,15,10,8,8,8,8,8,8,30,20,15,15,8,12,8,9,9,8,9,7,6,5,6,6,6,6,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,8
"3857",375,352,0,27,29,0,3,20,20,20,10,10,20,9,7,8,8,8,8,30,20,15,15,8,12,8,9,9,8,9,5,5,4,4,4,3,4,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,9
"3858",375,354,0,27,22,1,3,20,10,20,20,20,10,7,10,6,6,6,3,30,20,15,15,8,12,8,9,9,8,9,2,3,6,4,6,3,4,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,5
"3859",375,355,0,27,24,1,3,50,20,10,5,10,5,9,6,7,7,7,7,30,20,15,15,8,12,8,9,9,8,9,2,4,4,2,5,2,3,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,8
"3860",375,357,0,27,27,0,3,15,20,20,20,20,5,7,6,7,5,5,4,30,20,15,15,8,12,8,9,9,8,9,6,8,8,7,7,6,6,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,0,4
"3861",375,358,0,27,26,0,3,20,10,25,25,10,10,8,8,8,8,8,6,30,20,15,15,8,12,8,9,9,8,9,5,7,8,7,9,6,6,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,0,8
"3862",375,360,0,27,24,0,3,20,30,10,10,10,20,9,5,6,6,5,3,30,20,15,15,8,12,8,9,9,8,9,4,9,9,7,8,5,6,0,8.5,7.1,7.2,6.9,6.7,5.7,0.7,1,6
"3863",376,341,0,25,23,1,10,20,20,20,20,20,0,8,8,10,7,10,6,30,10,15,20,15,10,6,10,8,9,10,8,9,7,7,7,7,7,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,0,5
"3864",376,343,0,25,32,0,10,5,25,20,10,15,25,8,8,8,6,8,5,30,10,15,20,15,10,6,10,8,9,10,5,9,7,5,9,4,4,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,0,8
"3865",376,344,0,25,26,0,10,15,15,15,20,20,15,6,6,9,9,9,8,30,10,15,20,15,10,6,10,8,9,10,7,9,7,7,7,7,7,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,8
"3866",376,347,0,25,26,0,10,30,5,10,20,30,5,6,7,7,6,5,5,30,10,15,20,15,10,6,10,8,9,10,4,9,8,7,7,5,6,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,6
"3867",376,348,0,25,21,1,10,15,25,15,15,15,15,7,8,10,5,9,6,30,10,15,20,15,10,6,10,8,9,10,5,9,7,6,6,6,5,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,5
"3868",376,350,0,25,31,0,10,12,25,25,8,15,15,6,8,8,7,9,6,30,10,15,20,15,10,6,10,8,9,10,6,9,7,4,5,5,5,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,7
"3869",376,351,0,25,35,1,10,15,15,30,15,15,10,7,7,8,7,7,7,30,10,15,20,15,10,6,10,8,9,10,5,9,6,5,6,5,5,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,8
"3870",376,352,0,25,29,0,10,20,20,20,10,10,20,7,7,8,8,8,7,30,10,15,20,15,10,6,10,8,9,10,5,9,8,6,5,5,5,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,8
"3871",376,353,0,25,25,1,10,15,10,25,25,10,15,7,7,7,6,5,5,30,10,15,20,15,10,6,10,8,9,10,5,9,8,5,5,4,4,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,7
"3872",376,354,0,25,22,0,10,20,10,20,20,20,10,4,10,10,3,10,2,30,10,15,20,15,10,6,10,8,9,10,6,8,7,4,6,6,4,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,0,5
"3873",376,355,0,25,24,0,10,50,20,10,5,10,5,7,9,9,9,8,7,30,10,15,20,15,10,6,10,8,9,10,7,8,7,5,6,5,5,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,0,6
"3874",376,356,0,25,27,0,10,15,25,20,20,0,20,5,6,7,7,8,7,30,10,15,20,15,10,6,10,8,9,10,9,9,9,6,8,7,7,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,0,7
"3875",376,357,0,25,27,1,10,15,20,20,20,20,5,5,8,9,7,9,7,30,10,15,20,15,10,6,10,8,9,10,9,9,8,8,7,9,9,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,7
"3876",376,358,0,25,26,1,10,20,10,25,25,10,10,10,10,10,10,10,10,30,10,15,20,15,10,6,10,8,9,10,10,10,10,10,10,10,10,1,6.5,7.7,8.5,6.8,8.1,6.1,0.6,1,10
"3877",376,360,0,25,24,0,10,20,30,10,10,10,20,5,6,7,5,7,4,30,10,15,20,15,10,6,10,8,9,10,5,9,7,5,5,5,5,0,6.5,7.7,8.5,6.8,8.1,6.1,0.6,0,5
"3878",377,341,0,26,23,1,3,20,20,20,20,20,0,6,6,6,6,6,6,25,20,10,20,15,10,7,8,8,7,7,8,8,8,8,7,6,5,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,4
"3879",377,344,0,26,26,0,3,15,15,15,20,20,15,6,7,7,7,6,8,25,20,10,20,15,10,7,8,8,7,7,8,8,8,7,6,5,7,0,5.8,6.8,7.3,5.4,6.4,5,0.2,1,7
"3880",377,345,0,26,24,0,3,10,20,27,23,15,5,5,10,8,5,10,5,25,20,10,20,15,10,7,8,8,7,7,5,8,9,8,9,5,4,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,5
"3881",377,347,0,26,26,0,3,30,5,10,20,30,5,8,4,7,5,6,5,25,20,10,20,15,10,7,8,8,7,7,5,6,5,4,6,2,3,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,4
"3882",377,348,0,26,21,1,3,15,25,15,15,15,15,8,8,8,8,8,7,25,20,10,20,15,10,7,8,8,7,7,5,9,8,9,8,6,5,0,5.8,6.8,7.3,5.4,6.4,5,0.2,1,7
"3883",377,350,0,26,31,0,3,12,25,25,8,15,15,5,5,6,4,6,3,25,20,10,20,15,10,7,8,8,7,7,7,8,9,6,6,4,5,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,3
"3884",377,351,0,26,35,1,3,15,15,30,15,15,10,5,6,7,5,7,8,25,20,10,20,15,10,7,8,8,7,7,8,8,8,5,8,4,5,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,5
"3885",377,352,0,26,29,0,3,20,20,20,10,10,20,6,5,6,5,5,5,25,20,10,20,15,10,7,8,8,7,7,6,8,6,5,6,2,2,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,5
"3886",377,354,0,26,22,0,3,20,10,20,20,20,10,2,8,10,4,4,2,25,20,10,20,15,10,7,8,8,7,7,6,7,6,8,5,4,5,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,7
"3887",377,355,0,26,24,0,3,50,20,10,5,10,5,6,7,8,9,8,5,25,20,10,20,15,10,7,8,8,7,7,7,6,6,7,6,5,6,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,4
"3888",377,357,0,26,27,1,3,15,20,20,20,20,5,5,7,7,0,4,0,25,20,10,20,15,10,7,8,8,7,7,7,7,9,7,8,8,6,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,4
"3889",377,358,0,26,26,1,3,20,10,25,25,10,10,7,8,8,7,7,6,25,20,10,20,15,10,7,8,8,7,7,7,8,9,7,9,0,6,0,5.8,6.8,7.3,5.4,6.4,5,0.2,0,7
"3890",378,341,0,29,23,0,3,20,20,20,20,20,0,8,8,8,8,8,8,25,15,20,20,10,10,6,7,7,9,7,6,7,6,5,10,4,6,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,6
"3891",378,344,0,29,26,0,3,15,15,15,20,20,15,5,6,6,6,8,3,25,15,20,20,10,10,6,7,7,9,7,7,8,6,7,7,6,7,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,6
"3892",378,345,0,29,24,1,3,10,20,27,23,15,5,8,9,10,6,10,6,25,15,20,20,10,10,6,7,7,9,7,7,8,7,8,7,5,7,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,1,8
"3893",378,348,0,29,21,0,3,15,25,15,15,15,15,8,9,9,8,8,7,25,15,20,20,10,10,6,7,7,9,7,4,8,8,8,7,4,8,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,1,6
"3894",378,349,0,29,33,1,3,25,20,10,20,20,5,6,6,6,6,5,6,25,15,20,20,10,10,6,7,7,9,7,6,7,6,6,5,3,6,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,6
"3895",378,350,0,29,31,1,3,12,25,25,8,15,15,7,7,7,8,7,7,25,15,20,20,10,10,6,7,7,9,7,8,8,6,8,9,7,7,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,6
"3896",378,351,0,29,35,0,3,15,15,30,15,15,10,5,7,7,7,7,7,25,15,20,20,10,10,6,7,7,9,7,8,7,7,6,5,4,8,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,6
"3897",378,352,0,29,29,0,3,20,20,20,10,10,20,6,6,6,5,5,6,25,15,20,20,10,10,6,7,7,9,7,7,9,7,6,5,5,7,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,6
"3898",378,354,0,29,22,1,3,20,10,20,20,20,10,7,9,8,10,7,7,25,15,20,20,10,10,6,7,7,9,7,6,6,5,8,6,5,6,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,1,7
"3899",378,355,0,29,24,1,3,50,20,10,5,10,5,7,6,6,5,6,5,25,15,20,20,10,10,6,7,7,9,7,7,8,5,8,6,5,8,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,5
"3900",378,357,0,29,27,0,3,15,20,20,20,20,5,5,7,6,2,2,2,25,15,20,20,10,10,6,7,7,9,7,8,8,7,5,4,4,8,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,3
"3901",378,358,0,29,26,0,3,20,10,25,25,10,10,7,7,7,6,7,6,25,15,20,20,10,10,6,7,7,9,7,6,7,8,6,7,4,6,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,0,6
"3902",378,360,0,29,24,0,3,20,30,10,10,10,20,6,7,7,6,6,5,25,15,20,20,10,10,6,7,7,9,7,5,8,5,4,7,4,6,0,6.5,7.2,7.2,6.4,6.6,5.8,0.3,1,7
"3903",379,397,1,38,24,1,4,20,21,21,22,6,10,8,8,8,9,9,7,15,15,20,15,15,20,6,9,6,8,9,7,9,9,7,8,8,8,0,6.6,7.3,7.8,6.7,8,6.5,0.6,1,9
"3904",379,400,1,38,26,1,4,70,5,20,3,1,1,4,5,7,7,6,10,15,15,20,15,15,20,6,9,6,8,9,8,9,9,6,9,8,8,0,6.6,7.3,7.8,6.7,8,6.5,0.6,1,6
"3905",379,402,1,38,29,0,4,25,20,15,25,10,5,6,8,6,7,7,7,15,15,20,15,15,20,6,9,6,8,9,7,9,9,8,9,5,8,0,6.6,7.3,7.8,6.7,8,6.5,0.6,1,7
"3906",379,405,1,38,30,0,4,30,25,20,15,5,5,6,10,10,7,10,2,15,15,20,15,15,20,6,9,6,8,9,6,8,9,6,7,7,7,0,6.6,7.3,7.8,6.7,8,6.5,0.6,0,3
"3907",379,406,1,38,27,0,4,20,20,20,20,20,0,5,6,6,6,8,8,15,15,20,15,15,20,6,9,6,8,9,8,6,8,7,9,5,6,0,6.6,7.3,7.8,6.7,8,6.5,0.6,1,11
"3908",379,407,1,38,24,1,4,30,15,15,15,15,10,7,6,7,6,9,8,15,15,20,15,15,20,6,9,6,8,9,7,9,8,7,7,9,8,0,6.6,7.3,7.8,6.7,8,6.5,0.6,0,7
"3909",379,408,1,38,24,0,4,20,10,20,20,10,20,7,6,8,7,7,6,15,15,20,15,15,20,6,9,6,8,9,7,9,8,9,8,9,8,0,6.6,7.3,7.8,6.7,8,6.5,0.6,1,7
"3910",379,409,1,38,23,1,4,20,15,20,20,10,15,6,6,8,5,9,4,15,15,20,15,15,20,6,9,6,8,9,7,9,9,7,8,5,7,0,6.6,7.3,7.8,6.7,8,6.5,0.6,0,5
"3911",379,410,1,38,27,1,4,20,20,20,20,10,10,7,7,10,9,10,5,15,15,20,15,15,20,6,9,6,8,9,9,6,8,7,7,8,7,0,6.6,7.3,7.8,6.7,8,6.5,0.6,1,6
"3912",379,411,1,38,34,1,4,35,15,15,25,10,0,7,10,9,8,8,7,15,15,20,15,15,20,6,9,6,8,9,8,9,9,8,8,8,9,0,6.6,7.3,7.8,6.7,8,6.5,0.6,0,6
"3913",379,412,1,38,27,1,4,75,5,5,5,5,5,7,8,9,8,7,8,15,15,20,15,15,20,6,9,6,8,9,5,7,8,7,9,5,7,0,6.6,7.3,7.8,6.7,8,6.5,0.6,0,5
"3914",379,413,1,38,26,1,4,10,10,30,30,5,15,7,7,7,6,8,7,15,15,20,15,15,20,6,9,6,8,9,6,7,8,7,8,6,7,0,6.6,7.3,7.8,6.7,8,6.5,0.6,0,7
"3915",379,414,1,38,29,1,4,95,1,1,1,1,1,10,10,9,4,9,7,15,15,20,15,15,20,6,9,6,8,9,6,6,9,6,9,5,6,0,6.6,7.3,7.8,6.7,8,6.5,0.6,1,15
"3916",379,415,1,38,31,1,4,10,20,40,10,10,10,5,5,5,5,5,5,15,15,20,15,15,20,6,9,6,8,9,6,6,6,6,6,6,6,0,6.6,7.3,7.8,6.7,8,6.5,0.6,1,5
"3917",380,397,1,33,24,0,4,20,21,21,22,6,10,6,8,8,7,7,7,20,20,20,15,15,10,4,7,9,9,9,4,7,7,5,7,7,6,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,6
"3918",380,400,1,33,26,0,4,70,5,20,3,1,1,5,4,8,6,7,6,20,20,20,15,15,10,4,7,9,9,9,6,8,8,7,7,7,7,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,5
"3919",380,402,1,33,29,0,4,25,20,15,25,10,5,6,7,7,6,7,4,20,20,20,15,15,10,4,7,9,9,9,4,5,7,3,7,2,3,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,4
"3920",380,404,1,33,23,0,4,25,14,25,25,3,8,5,5,6,5,6,5,20,20,20,15,15,10,4,7,9,9,9,9,9,7,7,7,7,7,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,6
"3921",380,405,1,33,30,1,4,30,25,20,15,5,5,5,10,10,10,10,10,20,20,20,15,15,10,4,7,9,9,9,5,6,7,6,8,5,5,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,7
"3922",380,406,1,33,27,0,4,20,20,20,20,20,0,7,7,7,7,5,5,20,20,20,15,15,10,4,7,9,9,9,5,5,5,5,5,5,5,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,1,6
"3923",380,407,1,33,24,0,4,30,15,15,15,15,10,6,7,7,6,7,10,20,20,20,15,15,10,4,7,9,9,9,5,7,7,7,7,7,5,1,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,7
"3924",380,408,1,33,24,0,4,20,10,20,20,10,20,8,9,9,9,8,7,20,20,20,15,15,10,4,7,9,9,9,5,6,7,6,6,6,5,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,7
"3925",380,409,1,33,23,0,4,20,15,20,20,10,15,7,9,9,8,7,5,20,20,20,15,15,10,4,7,9,9,9,8,8,8,8,8,8,7,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,1,7
"3926",380,410,1,33,27,0,4,20,20,20,20,10,10,6,10,10,5,8,5,20,20,20,15,15,10,4,7,9,9,9,4,6,7,6,8,6,6,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,7
"3927",380,412,1,33,27,0,4,75,5,5,5,5,5,8,7,8,8,8,7,20,20,20,15,15,10,4,7,9,9,9,5,6,7,7,6,5,3,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,1,6
"3928",380,413,1,33,26,0,4,10,10,30,30,5,15,5,7,6,5,5,6,20,20,20,15,15,10,4,7,9,9,9,8,7,7,7,7,4,8,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,0,6
"3929",380,415,1,33,31,0,4,10,20,40,10,10,10,5,5,5,5,5,5,20,20,20,15,15,10,4,7,9,9,9,1,1,1,1,1,1,1,0,6.1,7.3,7.7,6.7,6.9,6.3,0.3,1,5
"3930",381,397,1,24,24,1,6,20,21,21,22,6,10,7,6,6,6,6,5,20,10,20,35,5,10,7,7,10,9,8,5,8,9,4,9,3,7,0,6.8,7.1,7.1,7,7,6.5,0.5,0,5
"3931",381,402,1,24,29,0,6,25,20,15,25,10,5,6,7,6,7,7,8,20,10,20,35,5,10,7,7,10,9,8,6,8,8,8,9,5,7,0,6.8,7.1,7.1,7,7,6.5,0.5,1,6
"3932",381,405,1,24,30,0,6,30,25,20,15,5,5,7,10,10,10,9,9,20,10,20,35,5,10,7,7,10,9,8,8,9,8,7,8,7,8,0,6.8,7.1,7.1,7,7,6.5,0.5,0,8
"3933",381,406,1,24,27,0,6,20,20,20,20,20,0,7,6,6,6,5,7,20,10,20,35,5,10,7,7,10,9,8,6,9,8,5,6,9,7,0,6.8,7.1,7.1,7,7,6.5,0.5,0,6
"3934",381,407,1,24,24,1,6,30,15,15,15,15,10,10,10,10,10,10,10,20,10,20,35,5,10,7,7,10,9,8,10,10,10,10,10,10,10,1,6.8,7.1,7.1,7,7,6.5,0.5,0,10
"3935",381,408,1,24,24,0,6,20,10,20,20,10,20,7,8,8,8,8,7,20,10,20,35,5,10,7,7,10,9,8,7,10,6,6,6,6,6,0,6.8,7.1,7.1,7,7,6.5,0.5,1,5
